place,frequency,lat,lon
平沼,4,35.150884,138.787329
浅虫,4,40.8895447,140.8656119
澳門,4,22.1899448,113.5380454
姶良,4,31.7152622,130.6232967
内間,4,26.2307605,127.7667689
ナタール,4,-5.805398,-35.2080905
邪馬台,4,29.803586,103.812715
帯広,4,42.9181018,143.2020215
桐ヶ谷,4,36.046865,138.540321
小鹿,4,34.972206,138.43587
糸島,4,34.641254,135.5834703
那威,4,24.6864025,107.1763389
遠里小野,4,34.7648551,137.3835104
尼ヶ崎,4,36.1346254,139.2505905
鳳山,4,24.5972728,99.9085952
首山堡,4,34.2696266,107.72008852177
高千穂,4,32.714733,131.3066171
運天,4,26.6874485,127.9992628
泉津,4,34.7769563,139.4099946
揖斐,4,35.4703264,136.572435
東筑摩,4,35.1000842,138.861913
葉栗,4,34.856087,134.7112045
竹川,4,35.2220659,139.642167
広沢,4,27.6616375,117.3422227
鹿沼,4,36.5709476,139.7630742
ルマン,4,45.9852129,24.6859225
五間,4,22.944722,120.423611
広州,4,23.1301964,113.2592945
永嘉,4,28.156278,120.6879204
新義州,4,42.359006,93.449334
高梁,4,30.823943,108.302243
きなし,4,34.3255264,133.9937666
御代田,4,36.3189786,138.5064425
吹割,4,-33.6895237,-53.454704
尾鈴,4,30.9572,116.466
萱山,4,35.0945551,137.7150391
土淵,4,39.720977,141.082893
唐丹,4,39.2017921,141.8613539
綾織,4,39.3284639,141.4769877
猿ヶ石,4,35.0273178,135.7636614
南秋田,4,30.9601068,120.6983235
葺屋町,4,35.1290705,136.9063716
鴨河,4,40.2277789,123.2801917
ムルデ,4,16.0978249,74.2168093
簸川,4,33.5437062,133.414215
天田,4,35.8605625,137.9775775
春日井,4,35.2432237,136.985229
磐田,4,34.706481,137.851285
五反田,4,35.6270878,139.7242066
反田,4,35.5196646,137.8211924
対島,4,39.90356225,116.327444376902
南埼玉,4,35.8453303,113.737523
都濃,4,32.2509827,131.5682475
秦野,4,35.3702949,139.2257281
石神井,4,34.5303757,135.497477
田口,4,26.3716859,117.9021212
馬見,4,33.509861,130.758231
上房,4,24.8851822,118.2387296
有漢,4,22.2113208,113.5511194
仁多,4,31.2750425,83.1823657
間門,4,35.18541,138.726296
駿東,4,22.7419,110.894
安蘇,4,34.9681282,134.1262326
鵜戸,4,39.2495862,140.538936
南村,4,38.0606362,114.6367852
氷上,4,34.2551968,134.1309052
婦負,4,42.8265262,140.8061319
九頭竜,4,38.2157464,140.8151039
立石,4,33.4817913,131.4781536
反町,4,35.4746815,139.6252491
横枕,4,35.4533972,134.1875066
身成,4,34.907799,138.110002
根搦,4,50.2896466,19.2838631
浮島,4,37.75454,140.4592144
飯縄,4,33.9812127,130.9274002
綴喜,4,35.016466,135.78011
白糠,4,42.9561835,144.077644
海府,4,40.9031097,113.3533389
宇田,4,39.9004064,117.7323127
佐久間,4,35.0918619,137.8098693
矢祭,4,32.0894618,117.1638463
水無瀬,4,34.8775747,135.6675791
鷹ノ巣,4,40.2319768,140.3694382
柿崎,4,37.278487,138.386453
勝保,4,31.203804,108.8117384
大峠,4,34.2289416,131.8889286
滕,4,23.3780516,110.910308
栗生,4,30.2719847,130.425353
朝熊,4,34.4772489,136.7580244
布川,4,32.868884,132.986024
長生,4,29.355543,108.3195842
美土代,4,35.6932147,139.7656475
西海道,4,32.63315845,130.28607753366
大峯,4,23.4353411,108.6010614
金峯,4,23.1837969,113.445650066881
磯城,4,37.0670262,112.9686372
玉女,4,47.8063973,3.6369415
モンペリエ,4,43.6112422,3.8767337
コンカン,4,8.585556,-13.114444
アルタイ,4,48.3035739,89.5145424
朝夷,4,26.5837,109.961
四ツ木,4,35.7317433,139.8348561
須賀町,4,35.1214509,136.9061816
鰻谷,4,13.7524938,100.4935089
小伝馬町,4,35.6907525,139.7784526
坂戸,4,35.9570602,139.3937702
神河,4,41.7933286,123.4521673
中岳,4,35.4965876,138.1670447
八上,4,28.0731787,113.0457384
猪ノ鼻,4,40.7621862,141.174253
モンパルナス,4,34.7184312,135.4168085
トロカデロ,4,48.863045,2.2871938
ワセダ,4,35.711807,139.7191703
枚方,4,31.2174459,116.6550266
嚴島,4,34.271448,132.308872180478
美保関,4,35.5636376,133.3101943
利島,4,34.5230122,139.280033924014
鍋町,4,35.3599734,136.6168922
銀町,4,35.419956,136.756734
欅平,4,36.6968748,137.6581056
エレア,4,42.9119841,-3.0172375
ガロンヌ,4,43.3054546,0.971679170190158
牟礼,4,36.7531467,138.247602
八峰,4,24.6427925,105.5628993
西ヶ原,4,35.7460496,139.7421722
根室,4,43.3268481,145.5828747
父島,4,27.070891,142.209568147414
蝦夷ヶ島,4,34.7516585,135.3480554
佐間,4,36.1218176,139.6849823
早岐,4,33.1336016,129.799198
お茶ノ水,4,35.6059113,140.1256605
有田川,4,33.4874664,135.7358673
今切,4,34.3190548,131.4381709
ハロウ,4,51.7676194,0.0974893
河原町,4,38.2407203,140.8878578
京終,4,34.6699233,135.8286658
香我美,4,33.5392957,133.7374467
栗本,4,34.6210435,135.8262344
鐘山,4,24.5290384,111.2975324
桃原,4,28.889606,111.252621
兼山,4,46.6392248,131.150909
八軒屋,4,34.5749653,133.7879878
下水内,4,35.03095155,135.784962901463
蟹沢,4,38.2835591,140.900266
住田,4,34.9564389,135.7561241
コロンバス,4,35.343074,139.622879
ボルツァノ,4,46.4981125,11.3547801
カウカ,4,2.715645,-76.662665
五條,3,34.3558348,135.6988469
忍が岡,3,35.4180482,136.7591134
さつま,3,31.90688,130.452724
竹の内,3,33.303912,131.465473
成岩,3,34.885899,136.9216358
白村江,3,22.62815,112.42739
モンテネグロ,3,42.9868853,19.5180992
ブロンクス,3,33.8860559,130.8748397
波照間,3,24.0587743,123.7827069
神南備,3,39.0003593,114.8825768
久米島,3,26.341139,126.789052891153
肝付,3,28.6968129,116.69849595
ボル,3,56.3598289,44.0542641
セイヌ,3,10.0671427,-2.5062098
趙宋,3,46.2199825,125.63487
開成,3,35.326285,139.1359048
蘆野,3,22.9123929,121.1371405
開聞,3,31.2039573,130.5346933
垂水,3,34.6292817,135.053848
囎唹,3,-22.4235059,-41.8689129
オークランド,3,-36.852095,174.7631803
黒江,3,34.1700802,135.210291
石下,3,36.1172237,139.9742525
渟代,3,36.7325394,137.2799575
台中,3,24.1121054,120.6158968
新竹,3,24.8014026,120.971678
具志川,3,26.3589102,127.8675878
三次,3,34.8026373,132.856097
ランカスター,3,54.0484068,-2.7990345
魚町,3,34.9609563,137.159307
豊津,3,37.4964272,118.2420463
中頸城,3,38.1158125,140.8948113
黒溝台,3,40.9043951,112.7641064
三宮,3,34.6938976,135.1924441
コルドバ,3,37.8845813,-4.7760138
伊具,3,28.876563,108.591099
青道,3,36.0638034,120.3781372
御釜,3,38.13643005,140.449535931906
八ッ,3,53.2163005,6.5590472
黒船町,3,35.891655,136.069585
巴町,3,35.014858,135.758752
忍野,3,63.3580397,14.4986695
フィンランド,3,63.2467777,25.9209164
稚内,3,45.4166166,141.6771991
リシリ,3,45.1695072,141.201041
チシマ,3,35.6025975,135.791379958191
ガリラヤ,3,32.80084435,35.5889731836508
死海,3,31.54096275,35.4785885686562
サイゴン,3,10.7764772,106.701938
ジョホール,3,2.0228821,103.3114564
マライ,3,-1.633333,135.55
芝園,3,33.3196233,130.5243651
東出,3,34.832456,134.594638
延平,3,26.6118591,118.2568346
邯鄲,3,36.583333,114.483333
宣州,3,30.9486697,118.7514279
重慶,3,30.05518,107.8748712
後唐,3,26.8711,114.153
新安,3,34.8333051,112.1167048
建州,3,22.4016422,114.386309711495
カタール,3,25.3336984,51.2295295
白玉,3,31.0900374,99.3100696
遼河,3,41.9359364,122.9224859
北河内,3,33.7432204,134.5352188
よど,3,34.9065468,135.7211367
すさみ,3,33.5507649,135.4946824
川東,3,37.2697263,140.4060312
富川町,3,35.1437914,136.8771417
日の出,3,35.6491888,139.7590999
紀尾井町,3,35.681411,139.73495
三河島,3,35.7332922,139.7777743
バークシャー,3,51.4534889,-1.03187295933992
稲敷,3,30.9793929,101.1238815
浦野,3,36.382545,138.157166
ロスアンゼルス,3,34.8087504,135.5238073
西歐,3,25.082587,121.5643534
丸火,3,35.0129555,135.7484578
洲本,3,43.6865619,141.8755235
夕張,3,36.6197792,119.4528726
巖手,3,45.4930844,128.4536907
撫養,3,30.0516973,119.9557005
大和田,3,35.7121854,140.1082255
高野口,3,34.3076627,135.5572281
鐙摺,3,35.284845,139.5701139
駒飼,3,34.46992775,135.817911879345
勝沼,3,35.7907116,139.2688881
犬鳴,3,33.697763,130.554009
花巻,3,39.3931976,141.1107252
塩沢,3,37.041563,138.8484348
峰山,3,24.5972728,99.9085952
龍野,3,34.8255882,134.5224649
歌棄,3,34.3172,106.653
手宮,3,43.2122254,141.0032076
黒金,3,50.1665876,125.9867688
南越,3,27.2660465,112.7061618
大興,3,39.725413,116.3354417
田尻,3,38.5961483,141.0588401
カンタベリー,3,-43.49417615,171.809844758415
常葉,3,35.4435134,138.4844742
タバ,3,29.492821,34.892366
とるこ,3,38.9597594,34.9249653
バチカン,3,41.903411,12.4528527
アンナン,3,23.0471255,120.1848292
滝野川,3,33.627604,135.529857
山代,3,39.0699812,112.9462883
苅田,3,33.7845501,130.978792
ジュネーヴ,3,46.2017559,6.1466014
磯崎,3,23.7074022,121.5473917
豊州,3,33.1122665,131.688726582004
由仁,3,43.0123281,141.7859355
樽前,3,41.1467774,69.067558
中之町,3,35.0062901,135.7754588
塩見,3,34.9753606,139.8118097
江の川,3,34.899229,132.634832
三峡,3,30.82477075,111.006049855941
巴東,3,-0.9247587,100.3632561
岳山,3,38.5486934,140.0268363
高槻,3,34.8517211,135.6178493
小沢,3,42.9718619,140.6777214
高萩,3,36.7145894,140.7170568
耆闍崛,3,31.1161198,97.1903087819204
花果,3,31.99572,116.6838815
月支,3,35.1195323,134.8346332
前鬼,3,34.0962762,135.9233685
綾部,3,35.3021876,135.252467
アンダマン,3,10.0001051,93.0000194
南詔,3,33.4915839,112.4280693
朽木,3,35.004409,134.1575233
クタ,3,-8.7278354,115.1730049
并州,3,24.6527584,118.1760164
ボカ,3,42.45424865,18.6720301816676
高梨,3,32.1520304,118.6097249
ホル,3,38.013027,30.136276
朝霞,3,35.7966582,139.6003513
斯馬,3,31.7430599,117.704279
慶尚,3,26.9546185,105.0898806
贈於,3,34.4374983,135.7115154
噌唹,3,34.7487244,113.6191483
内浦,3,35.1328034,140.1959274
山門,3,35.1147593,135.7727746
油津,3,44.0505054,-123.0950506
大三島,3,34.2454272,133.022881036058
小市,3,41.2669981,124.0997659
安,3,37.3399964,-4.5811614
纒向,3,35.7329083,139.813577
馬山,3,23.7103184,108.1730954
高天ヶ原,3,36.7348495,138.507653
麻績,3,31.8813367,117.6259424
北氷,3,35.066609,135.2203738
九段坂上,3,35.6943047,139.7465573
御祓,3,38.13643005,140.449535931906
ロオマ,3,41.8933203,12.4829321
北蒲原,3,38.559972,141.0226175
阿賀,3,35.3560774,133.3337783
寺川,3,30.5000001,102.4999999
外海,3,22.5962816,113.1422281
リマ,3,-12.0621065,-77.0365256
糸魚川,3,37.0433062,137.8617531
角鹿,3,35.2647248,136.2789309
藤巻,3,37.135801,138.242236
千畳敷,3,40.7679416,140.0551245
八柱,3,35.7915908,139.937639
田貫,3,31.984173,106.0550594
みやま,3,33.1523675,130.4746267
忠節,3,24.7973416,105.4583089
雲台,3,33.4440035,105.6688848
大夏,3,32.0888853,117.5082425
石打,3,36.9893095,138.8040912
神庭,3,35.8022804,139.1085537
盛京,3,32.0649702,116.8985739
味方,3,36.7071591,119.1557441
ベツレヘム,3,31.7043556,35.2061876
玉の井,3,35.3350629,136.7581303
アム,3,52.8032368,128.437295
寶塚,3,34.811665,135.3402872
福壽,3,45.270266,127.954348
ろしや,3,21.9582944,76.1547506
玉津,3,36.8264529,137.4057296
南品川,3,35.6286974,139.7391291
独国,3,47.06699155,6.23562277282045
簸の川,3,34.624486,132.61305
ストックホルム,3,59.3251172,18.0710935
カムチャツカ,3,57.1914882,160.0383819
疏勒,3,39.1437544,76.3442229
猫間,3,32.566667,110.783333
能勢,3,35.3179799,140.3125166
鴻巣,3,36.0591985,139.5095301
矢那,3,35.3425184,139.9746087
金崎,3,35.9890145,139.8010683
赤平,3,36.5865512,116.2406737
得撫,3,34.3631422,131.6748348
三瓶,3,39.9614912,116.9962787
見川,3,26.5400606,99.9045932
野口,3,36.7196986,137.1510279
千駄谷,3,38.234879,140.333364598858
井出,3,35.2473649,138.4908923
竹鼻,3,35.326868,136.7068787
臼田,3,36.1939596,138.4880894
紀,3,39.0000001,116
田平,3,28.8980796,117.8294269
若宮,3,37.5355611,139.8283535
奈良井,3,35.9691167,137.8155168
青野原,3,35.559565,139.1897401
垂井,3,35.3696804,136.5314079
不破,3,32.9807267,132.9371276
磨針,3,38.2882579,110.5621518
矢掛,3,34.6293417,133.5900212
七日市,3,37.481595,138.778841
春川,3,38.893128,140.639285
山神,3,24.5917,105.04
富海,3,46.32967,87.89675
三倉,3,33.802564,130.528858
大樹,3,24.974167,121.931944
菅,3,27.0431288,114.9034181
松花,3,29.325629,105.990936
那波,3,34.81326,134.460432
佐夜,3,36.3166754,139.5789733
若松町,3,35.7001758,139.7176301
毛野,3,35.9942674,138.1521884
朝来,3,33.6963885,135.4175171
むさしの,3,35.712898,139.563534
牛門,3,43.2828215,0.2694422
東橋,3,31.9026982,116.681021
三雲,3,34.9831773,136.1178406
中蒲原,3,29.6501,106.259
余吾,3,36.3781,112.831
対州,3,34.28632235,129.330146416468
藝州,3,33.86618145,129.741107221577
江波,3,36.209716,139.391914
壇浦,3,21.9069191,110.8078214
緑園,3,51.50445815,-0.143719344839444
赤壁,3,29.72817,113.8951222
七日町,3,37.5014696,139.9191494
内子,3,33.5492205,132.64621
本良,3,34.7167446,135.2527064
富小路,3,26.6644164,119.5700193
白川,3,32.825402,131.106124
大横町,3,35.6637675,139.3296346
御浜,3,34.970541,138.7657584
夷川,3,36.0497844,110.1712535
采女町,3,34.9891232,135.7590051
蟹田,3,41.0383689,140.6425216
木古内,3,41.678018,140.4342846
川場,3,35.547501,140.371667
三朝,3,35.4098335,133.8943478
せみ,3,39.382187,42.7163847
祁山,3,29.8549234,117.7131305
色丹,3,15.2472298,106.7416318
狸小路,3,40.6825153,141.365332916279
ロストフ,3,47.2216548,39.7096061
鏡山,3,31.0161047,113.1280679
ダコタ,3,44.666655,-93.044911
大内山,3,34.2784442,136.3596682
信楽,3,38.3449262,114.6791124
阿房,3,34.0639255,132.967557
オラン,3,35.7032751,-0.6492976
舟津,3,34.2150099,131.9975259
堀河,3,33.6078882,114.314955
粟原,3,34.5018708,135.8982337
平群,3,34.6293733,135.704387
猪名,3,34.6598897,136.0073027
笠縫,3,34.5414716,135.7941122
言問,3,35.7085794,139.7717488
泉北,3,35.8198999,127.109
鶴崎,3,33.2427592,131.6869622
増穂,3,39.019601,139.884917
妙典,3,35.6910897,139.9244066
New York,3,40.7127281,-74.0060152
アラバマ,3,33.2588817,-86.8295337
中里,3,35.419852,139.593407
アンダルシア,3,37.3399964,-4.5811614
永山,3,43.8141987,142.4344105
習志野,3,35.7151548,140.0427119
来島,3,34.118208,132.969649856651
老虎,3,35.998,116.262
石越,3,38.7686881,141.1591458
和州,3,31.8228094,117.2218033
竜野,3,34.8255882,134.5224649
扶南,3,32.6441737,115.6412384
温井,3,35.432838,136.636212
六條,3,36.028026,136.239973
名寄,3,44.3490259,142.465468
南蒲原,3,30.75208915,108.439372398076
仏印,3,51.2393255,7.16118425
いで,3,45.3459496,2.436743
八尾,3,34.6174493,135.5966055
小櫃,3,35.3284083,140.0599164
シイン,3,3.7135003,45.6562181
落窪,3,23.8822,105.058
神田錦町,3,35.69178665,139.7618752574
中東,3,36.1079588,140.0600624
サハ,3,66.941626,129.642371
ツェルマット,3,46.0212076,7.749254
フィレンツェ,3,43.7698712,11.2555757
アルノ,3,36.3765308,140.4684601
ベラージオ,3,34.7199716,135.4160699
コリコ,3,14.8113373,-89.5352022473798
こはた,3,33.5967144,71.4399944
大宰府,3,35.0304815,135.760637004645
つげ,3,34.8468814,136.2557754
生野,3,35.1631475,134.789157
浄法寺,3,36.1853448,139.0483087
波浮,3,36.7239619,136.7209571
牛ヶ淵,3,35.9986582,136.4676954
船見,3,35.2660781,136.5621776
汐見,3,42.5565249,141.9553782
鷹の巣,3,40.2319768,140.3694382
榛沢,3,36.216056,139.205989
武射,3,24.02152,121.1319927
西頸城,3,42.71108705,129.14860265
向陽,3,32.010998,112.1163785
崖山,3,36.7920971,127.1044526
山下町,3,31.5959731,130.556694
南瞻部,3,24.3179258,109.3879508
茗荷,3,38.355696,141.1472628
姉崎,3,35.479267,140.049923
酒井,3,34.9621799,135.2693086
河落,3,24.680048,103.8487773
愛荘,3,34.1458,113.65
潮見,3,35.658929,139.8171928
巴蜀,3,35.282918,133.6878873
銭塘,3,30.1848184,106.3155659
千丈幕,3,40.4582053,140.9084988
西岳,3,36.7618959,138.0303137
慶州,3,35.2246241,136.8351114
矢矧,3,34.9431902,133.3326139
木本,3,27.283049,99.5538246
四ツ橋,3,34.6740384,135.4967532
厳木,3,33.3233466,130.0606712
人吉,3,32.2159006,130.7532196
安図,3,42.7486439,128.4304261
三軒茶屋,3,35.6427208,139.6699123
山王,3,35.1513884,136.8887137
盧山,3,-62.2385329,-58.9804526
荒木町,3,35.6904492,139.7232722
倉橋,3,35.7380715,140.7144461
雪山,3,35.0684377,117.4017952
山都,3,37.6394528,139.7668811
ヤシ,3,12.17247005,5.65175571508919
キルギス,3,41.5089324,74.724091
九江,3,29.6653828,115.9474861
ラブアン,3,5.3168336,115.2198613
西那須野,3,36.8841196,139.9865846
烏ヶ森,3,32.67617115,131.209321497039
ミノルカ,3,34.8264685,137.373847743736
下板,3,26.9308694,119.3673366
喜連川,3,36.7200097,140.0228548
西田,3,31.5867059,130.5383821
オリエント,3,35.7912321,140.279048
アゼ,3,42.8120284,0.3523163
連島,3,34.7757254,119.4436091
上川,3,43.8489623,142.7664783
三種,3,25.0559777,121.4853768
甘楽,3,22.7646,109.092
新保,3,40.83831705,14.2537307171452
ヌイ,3,-7.22075985,177.146112169827
隠岐島,3,35.440668,139.6278011
島後,3,36.2543165,133.276078083333
田浦,3,35.2928027,139.6369458
甑島,3,34.29093205,133.159404576633
霞浦,3,26.8317875,119.9856733
秋風,3,26.041417,119.4689987
西黒,3,50.63366605,3.04506021693784
柏井,3,36.313275,140.351695
甲斐駒,3,35.6048277,139.5665579
霞沢,3,36.193152,137.657339
牧園,3,36.0209368,140.1280886
元町,3,34.6895717,135.1871543
スミダ,3,35.7003789,139.8058673
玖珠,3,35.8323487,140.3388809
市ケ谷,3,35.6923805,139.736689
勝連,3,31.9861771,117.6865291
ピムリコ,3,35.7388132,139.6892787
横岳,3,40.6251903,140.8252468
山清,3,31.630848,108.541978
雷山,3,26.3825439,108.0753069
御所ヶ谷,3,33.576083,130.3921966
古地,3,27.8172828,103.4419379
木祖,3,-29.7261443,30.9242284175129
押登,3,43.402605,143.299201
上谷,3,29.8201569,119.1184405
ザレ,3,42.5871778,-1.3983063
バタン,3,14.6436031,120.4657622
ニホン,3,36.5748441,139.2394179
かすが,3,33.5330716,130.4704269
豊平,3,26.205997,109.039345
名和,3,35.5074264,133.4918969
淀野,3,33.270478,130.3368786
伊敷,3,31.6252462,130.5249998
新居,3,34.7867197,136.1160458
東伯,3,23.4668,110.598
マルヌ,3,48.961264,4.31224359285714
アライ,3,40.4560332,44.3744756
石川町,3,37.1570412,140.4468974
阿哲,3,23.1268793,102.4373715
関内,3,35.4440822,139.6360365
ニッポン,3,36.5748441,139.2394179
扇ヶ谷,3,34.9853383,135.4747912
由比ヶ浜,3,35.30921005,139.542521865217
いづみ,3,34.4414185,135.300893471194
鎮江,3,32.1901111,119.4200584
東阿,3,36.3337944,116.2591454
寧海,3,29.2907774,121.4252252
呉江,3,31.1415158,120.6406744
虎渓,3,21.05794115,105.813989913938
ピカデリー,3,35.4618151,139.5944779
稲村,3,40.7063758,140.59262543204
カザン,3,55.7823547,49.1242266
秋津洲,3,50.542938,29.350321
北浜,3,34.6915069,135.5075839
広川,3,36.465404,137.347616
添田,3,33.566981,130.85661
オマン,3,21.0000287,57.0036901
櫛引,3,40.4814747,141.4322758
餘姚,3,30.0403094,121.1500882
埴科,3,28.4768156,88.4174278
下新田,3,36.4076313,139.3151835
十里木,3,29.6261563,118.6079717
小石原,3,45.3134491,142.0531704
直島,3,34.4604255,133.984582028464
二瀬,3,49.4338711,24.9105452
小友,3,40.71426915,140.406992872684
上郷,3,34.1162952,131.4018852
水沢,3,39.1389814,141.1464938
南津軽,3,34.0641845,132.9936721
黄泉比良坂,3,35.4276653,133.1620728
根岸,3,35.4156572,139.6350502
市振,3,36.980446,137.6502147
三股,3,31.7338903,131.1199481
幸橋,3,33.7287034,130.9702058
本宿,3,34.893144,137.2598161
徳沢,3,37.6670088,139.6030075
岩田,3,22.5590503,114.2324407
久木野,3,32.183431,130.539894
ナロ,3,37.29622,13.7915674
新荘,3,38.762785,140.3056333
石徹白,3,35.9719671,136.7716707
都留,3,23.7118077,120.5411553
祖谷,3,36.534806,136.817768
庭坂,3,37.7716676,140.390059
西分,3,33.517719,133.7902376
高城,3,33.2428669,131.6558164
高安,3,28.4491654,115.3622449
双葉,3,37.4535935,141.0056081
足柄上,3,35.2719382,139.154451
恵曇,3,25.6944687,111.4049626
トマム,3,43.0560212,142.6113159
中魚沼,3,35.1025448,136.7692587
犬居,3,19.81485615,104.430540843858
馬門,3,45.709097,-68.8590201
肝属,3,49.7455232,124.5655801
フドノ,3,33.7947664,135.4509681
大原,3,35.2508589,140.3909878
厚狭,3,34.0534364,131.1597941
岩美,3,35.5743474,134.3356145
下川,3,34.9152089,134.9538525
東茨城,3,36.3114714,140.5803102
河沼,3,36.2658612,140.5271718
テバ,3,38.3200705,23.3175613
鏡石,3,37.2507164,140.3469461
宇智,3,34.8904111,135.8007079
谷山,3,31.5268568,130.5182694
カイチ,3,34.6135994,135.6375556
猪鼻,3,35.2243786,135.2999073
西多摩,3,35.2025976,136.9751742
弥彦,3,37.6992561,138.8319529
根子,3,21.8009855,111.0441612
安富,3,27.3422835,114.4636246
イゴ,3,-22.9815463,-43.1965586
東諸県,3,23.225984,121.2782583
福田,3,22.5243632,114.049894
鳴沢,3,40.7821403,140.2674247
小俣,3,27.8849814,102.2657395
浜寺,3,35.3810651,139.9208296
竹橋,3,35.6900994,139.7587484
西新井,3,35.777253,139.790321
城辺,3,24.7526676,125.4041076
択捉,3,28.0967613,86.659654
取揚,3,38.6218749,114.7254469
来原,3,39.35629765,114.744289775201
寧波,3,29.8622194,121.6203873
台ヶ原,3,33.0863831,139.8557551
頸城,3,41.5846284,129.6091083
南関,3,43.7275058,125.4167918
砂村,3,23.1134469,113.5648769
タコマ,3,47.2455013,-122.438329
オデッサ,3,46.4843023,30.7322878
五雲,3,49.2792101,129.6363786
湯田中,3,36.7417299,138.4146144
チヌ,3,9.1063553,-75.3989007
先斗町,3,35.0042456,135.7712126
有楽,3,37.9390761,139.1091403
吉松,3,32.0120072,130.7381295
塩釜,3,38.309546,141.0095991
甚目寺,3,35.1960276,136.8257021
新庄,3,38.762785,140.3056333
細谷,3,36.1300028,103.5418853
サンガ,3,33.2639134,130.3008378
獨乙,3,1.3176397,103.8926973
ラノ,3,11.56352025,8.59291588635617
北割,3,35.8948427,137.9190952
亀有,3,35.7666652,139.8478007
仲宿,3,35.7553466,139.7098504
スース,3,35.8288175,10.6405392
百々,3,2.9999946,43.500177
東長崎,3,35.7302608,139.6828643
ウイーン,3,48.2083537,16.3725042
観音崎,3,35.2562939,139.7462172
日奈久,3,32.4353495,130.571223153317
総州,3,35.708414,139.79372
魚野,3,35.8843981,139.6391522
獅子ヶ鼻,3,35.5568909,133.3050981
太井,3,34.544559,135.552177
殿町,3,34.8535091,135.607928
石橋,3,36.4364953,139.8665122
福慈,3,48.6198614,37.524945
志那,3,25.1524323,98.128117
波蘭土,3,50.2901703,18.6765458
墨吉,3,35.3263769,140.0642043
水江,3,29.247599,107.284426
ニオ,3,36.7173281,25.3331121184615
オミ,3,36.467315,138.0310475
浦幌,3,42.8108272,143.6514665
鷹島,3,31.5805744,130.657984
茂山,3,31.7836795,118.0974659
尾花沢,3,38.5955119,140.4125563
蕪湖,3,31.3536127,118.4277477
吉倉,3,36.6231733,137.191701
胎内,3,35.8078093,139.6146275
瑞牆,3,22.6105003,120.3389173
高円,3,39.4405854,127.2493241
名張,3,34.6217895,136.0956898
芝浜,3,33.5837095,130.3251041
櫻橋,3,33.9635,113.585
宇美,3,33.568907,130.5133281
ゴア,3,15.3004543,74.0855134
ラペ,3,45.1822552,14.8078497
長山,3,34.8644208,137.4313491
ダマスクス,3,31.7816733,35.2304533026409
能島,3,34.18268445,133.080693659297
美豆,3,22.5743269,114.0558889
佐土原,3,32.0223663,131.4771156
犬飼,3,33.0781115,131.6367218
鶏冠井,3,25.1229723,121.7091021
餌差町,3,34.6708568,135.5255086
カンタブリア,3,43.1595664,-4.0878382
よこはま,3,35.4443947,139.6367727
あすか,3,34.4711417,135.8215426
安達原,3,34.4632256,132.4127184
露月町,3,36.2065079,138.724659
味酒,3,35.7469091,139.7536603
蛸薬師,3,40.1061273,116.66480766411
岩城,3,33.349559,120.1577019
堅田,3,35.1208519,135.9149377
松庵,3,35.6977161,139.5947802
宇摩,3,43.8341841,142.0660454
釜口,3,35.3780375,134.2133644
三津ヶ浜,3,33.956677,130.925314
知床,3,39.2855414,141.118291
ペイジ,3,26.4875,108.787
美馬,3,36.5528962,137.8885674
鉾町,3,33.2321383,130.483508
北郷,3,31.6781426,131.3736336
平木,3,21.7213634,108.0908202
フィジー,3,-18.1239696,179.0122737
馬橋,3,35.8116335,139.9173079
多比良,3,32.8718001,130.3089249
十島,3,35.2301734,138.5158302
豊住町,3,36.9746532,140.0412824
宝飯,3,30.6858024,105.6816076
稲城,3,28.8743067,100.2327419
ナッソー,3,25.0782266,-77.3383438
前秦,3,35.2278776,139.9755656
粡町,3,34.3451791,134.0555722
青ヶ島,3,32.458249,139.767469181298
雲見,3,34.7251207,138.7465745
沖繩,3,34.874682,137.887403
市房,3,31.8603176,108.8445653
岳沢,3,35.590407,138.20793
扇谷,3,34.872036,132.844191
鳴子,3,33.6443535,130.4786852
エラム,3,-37.6710592,144.5884258
ハリコフ,3,49.9923181,36.2310146
安居院,3,31.8503367,117.2314036
インヴァネス,3,57.4790124,-4.225739
江界,3,35.4656487,139.6226454
テッサリア,3,39.5594194,21.6848495
エジンバラ,3,35.6748802,139.665794288019
俵町,2,33.189263,129.718852
赤間ヶ関,2,38.3158067,141.0166124
海蔵,2,34.7078333,135.2338728
走水,2,34.7099794,135.215308888603
茨田,2,30.431198,118.066152
牙山,2,36.7920971,127.1044526
逢阪,2,34.7386149,135.6743503
額田,2,36.4857123,140.5034141
鳥部野,2,35.4794464,134.2094461
逆巻,2,36.9917712,138.5885095
逢瀬,2,29.399862,107.296521
香焼,2,27.7889679,112.6468188
キューバ,2,23.0131338,-80.8328748
大宜味,2,26.698558,128.1174946
白保,2,49.0365935,7.9445109
慶良間,2,25.901581,118.92058
勢頭,2,25.7597013,118.7714016
上島,2,34.7416361,137.7453317
車町,2,34.9308379,135.759607
ソコトラ,2,12.5,53.833333
大佐,2,34.9506088,133.1295884
コロンボ,2,6.9387469,79.8541134
北白川,2,38.0324231,140.6925192
マレ,2,54.5562536,23.3503665
岩槻,2,35.9501595,139.6929146
沖島,2,35.2054407,136.063133236182
K2,2,35.8818694,76.513741
オレゴン,2,43.9792797,-120.737257
オギクボ,2,35.7044803,139.6201587
ちば,2,35.549399,140.2647303
多賀城,2,38.291696,141.0060171
